net,length_um
net34116,303.44µm
net46118,303.42µm
net1954,303.38µm
_022279_,303.32µm
net10246,303.32µm
net44592,303.31µm
net45447,303.29µm
net5774,303.23µm
net46979,303.22µm
net31342,303.2µm
net41851,303.2µm
net44340,303.16µm
net40940,303.08µm
net36538,303.035µm
net39454,302.99µm
_054760_,302.98µm
net11698,302.76µm
net37754,302.63µm
net7916,302.6µm
net13923,302.58µm
net40203,302.57µm
_017287_,302.52µm
net31407,302.52µm
net8240,302.4µm
net30597,302.32µm
net40035,302.32µm
net44971,302.31µm
net8281,302.235µm
net33943,302.23µm
net6212,302.06µm
_021355_,302µm
net41452,302µm
net35148,301.96µm
net35430,301.94µm
net62778,301.91µm
net39504,301.895µm
net35873,301.88µm
net41835,301.875µm
net14524,301.85µm
net35864,301.83µm
net42306,301.83µm
net43405,301.82µm
net36097,301.71µm
_022625_,301.69µm
net34819,301.66µm
net43739,301.65µm
clknet_1_1_1_clk_i,301.64µm
net31258,301.6µm
net5753,301.56µm
net33663,301.56µm
net47956,301.53µm
net32811,301.52µm
net34074,301.5µm
net12333,301.48µm
net14554,301.48µm
net42377,301.465µm
net7163,301.42µm
net28629,301.42µm
clknet_5_28_0_clk_i_regs,301.39µm
net47021,301.38µm
_020197_,301.36µm
net44535,301.33µm
net37448,301.28µm
net6993,301.27µm
net49411,301.25µm
net15096,301.23µm
qspi_master_inst.QSPI_ADR\[19\],301.225µm
net12924,301.18µm
net44830,301.18µm
net35654,301.15µm
net43946,301.07µm
_028730_,301.02µm
net43663,301µm
net43896,301µm
net40162,300.96µm
net35130,300.89µm
net4670,300.83µm
net41355,300.82µm
net40820,300.78µm
_020227_,300.705µm
net10268,300.665µm
net35694,300.615µm
net12880,300.49µm
net12877,300.47µm
net5176,300.46µm
net36429,300.46µm
net8484,300.44µm
net36588,300.44µm
net40356,300.44µm
net4755,300.42µm
net41253,300.4µm
net36531,300.36µm
net36508,300.28µm
net13792,300.27µm
net40059,300.24µm
net44060,300.22µm
clknet_4_1_0_clk_i_regs,300.08µm
QSPI_rvalid,300.02µm
conv_accelerator_inst.cb_q\[5\],299.85µm
net7265,299.79µm
net12862,299.79µm
net27304,299.765µm
yz_bram_ctrl_inst.yz_ram.u_mem.u_mem.g_2k\[1\].u_cell.rdata\[25\],299.76µm
net11482,299.72µm
_020050_,299.6µm
net43099,299.58µm
net36110,299.56µm
net37124,299.52µm
net11640,299.51µm
net6820,299.505µm
net38744,299.46µm
net46115,299.43µm
net7827,299.41µm
net49443,299.27µm
net47359,299.26µm
net46878,299.24µm
net10639,299.22µm
net35848,299.15µm
net35505,299.12µm
net44435,299.04µm
net38328,298.99µm
_020254_,298.98µm
net42995,298.91µm
net42119,298.88µm
net45604,298.86µm
conv_accelerator_inst.wd_q\[31\],298.85µm
net32237,298.82µm
net28620,298.8µm
net35697,298.75µm
_021196_,298.7µm
net40557,298.68µm
net35171,298.61µm
net49197,298.61µm
net39078,298.6µm
net6469,298.48µm
net31754,298.48µm
net45402,298.48µm
net49080,298.44µm
net39418,298.405µm
net43238,298.3µm
net48681,298.285µm
net11625,298.275µm
net42860,298.205µm
net44615,298.19µm
net7501,298.11µm
cpu_inst.CORE.core_i.ex_stage_i.mult_i.int_op_a_msu\[21\],298.09µm
net11373,298.07µm
net12648,298.06µm
net13785,297.91µm
net34247,297.91µm
net36629,297.905µm
net49089,297.9µm
net31561,297.89µm
net43143,297.86µm
_021898_,297.84µm
net32312,297.84µm
net49464,297.84µm
net48535,297.815µm
net31640,297.78µm
net37645,297.75µm
net10092,297.74µm
net48196,297.74µm
clknet_4_15_0_clk_i_regs,297.7µm
net48730,297.68µm
net48767,297.68µm
net2020,297.66µm
net2164,297.595µm
_020165_,297.56µm
net37881,297.54µm
net35110,297.48µm
net6914,297.46µm
clknet_leaf_394_clk_i_regs,297.45µm
net6746,297.37µm
net42134,297.26µm
net11291,297.19µm
net39621,297.19µm
net17219,297.17µm
net40014,297.155µm
net5498,297.14µm
net5143,297.08µm
_019205_,297.04µm
net10083,297.035µm
net49590,296.96µm
net39706,296.94µm
net47531,296.94µm
_020669_,296.87µm
net47076,296.86µm
net48904,296.84µm
net31555,296.78µm
_020188_,296.73µm
net39694,296.66µm
net41935,296.66µm
net42707,296.6µm
net8211,296.58µm
net37743,296.58µm
net47961,296.5µm
net5857,296.44µm
_027480_,296.41µm
net39644,296.38µm
net41001,296.37µm
_051931_,296.33µm
net32547,296.28µm
net43441,296.24µm
net41952,296.18µm
net10000,296.17µm
net37412,296.165µm
net43377,296.165µm
net47959,296.12µm
net47893,296.1µm
net31483,296.08µm
net40086,296.08µm
net43445,296.04µm
net38933,296.02µm
net7732,295.98µm
net39836,295.97µm
net44507,295.95µm
net36521,295.93µm
net4191,295.91µm
net11353,295.91µm
net49192,295.84µm
net40050,295.825µm
net47093,295.8µm
net37085,295.76µm
net41990,295.76µm
net47132,295.7µm
net9524,295.6µm
net42745,295.58µm
net41207,295.56µm
net31287,295.52µm
_022444_,295.45µm
_010457_,295.43µm
net44030,295.42µm
net46931,295.34µm
net17699,295.32µm
net35340,295.26µm
net43336,295.24µm
net31415,295.17µm
net46217,295.11µm
net44508,295.105µm
net45842,295.1µm
net38734,295.065µm
net10432,295.05µm
net48737,294.88µm
net34250,294.83µm
net32392,294.82µm
net36686,294.8µm
_022751_,294.775µm
net42001,294.75µm
net31424,294.72µm
net36400,294.72µm
_019209_,294.68µm
net49081,294.64µm
net36544,294.62µm
net37127,294.575µm
net34527,294.55µm
_022927_,294.48µm
_054395_,294.46µm
net40738,294.425µm
net16481,294.42µm
_022335_,294.41µm
net37986,294.405µm
net2021,294.385µm
net41124,294.36µm
net36550,294.26µm
net42142,294.26µm
net47967,294.17µm
net42657,294.165µm
net37183,294.16µm
net39375,294.15µm
net38200,294.07µm
net365,294.06µm
_020826_,293.975µm
net37646,293.94µm
net42840,293.94µm
net47544,293.94µm
net4695,293.9µm
net4904,293.87µm
net45183,293.84µm
net39739,293.735µm
net4544,293.67µm
conv_accelerator_inst.cb_q\[1\],293.66µm
net41785,293.62µm
net46287,293.62µm
net6575,293.61µm
net47612,293.61µm
net27321,293.54µm
net34073,293.53µm
_019524_,293.48µm
net42570,293.42µm
net35461,293.415µm
net7612,293.36µm
net46100,293.28µm
net7988,293.275µm
net34546,293.25µm
net3086,293.24µm
net43424,293.21µm
net37388,293.18µm
_021824_,293.13µm
net41861,293.12µm
net12264,293.02µm
net38826,292.97µm
net5764,292.96µm
net42729,292.96µm
net37671,292.95µm
net33355,292.94µm
net49126,292.92µm
net45374,292.91µm
net5042,292.9µm
net42905,292.9µm
net32319,292.85µm
net47624,292.75µm
net43614,292.74µm
net31286,292.73µm
_019625_,292.7µm
net13337,292.68µm
net24230,292.66µm
net100,292.62µm
net45988,292.62µm
net36237,292.61µm
clknet_5_31_0_clk_i_regs,292.57µm
net40768,292.56µm
net7921,292.54µm
net34652,292.54µm
net36072,292.53µm
net41586,292.505µm
net7161,292.44µm
net43428,292.4µm
net11079,292.38µm
net40513,292.38µm
_019490_,292.34µm
net37590,292.3µm
net6219,292.26µm
net32601,292.24µm
net10162,292.22µm
net36037,292.2µm
net39434,292.1µm
net47622,292.03µm
net12642,292µm
cpu_inst.CORE.core_i.ex_stage_i.mult_i.int_op_a_msu\[29\],291.98µm
net37721,291.94µm
net35141,291.92µm
net13922,291.915µm
net8596,291.9µm
net42211,291.9µm
_012250_,291.795µm
net49198,291.77µm
net36711,291.72µm
net39961,291.715µm
net6237,291.705µm
net47660,291.7µm
net121,291.67µm
net45364,291.615µm
net40843,291.61µm
net48733,291.6µm
net10386,291.59µm
clknet_5_6_0_clk_i_regs,291.54µm
net36107,291.53µm
net37393,291.5µm
net48145,291.46µm
net40886,291.44µm
net44865,291.44µm
net34772,291.4µm
net47397,291.4µm
net40593,291.35µm
net46978,291.31µm
net48908,291.28µm
_020287_,291.26µm
_028853_,291.24µm
net17313,291.2µm
net41342,291.195µm
net33946,291.18µm
_028855_,291.13µm
net46038,291.05µm
net39235,290.93µm
net43948,290.88µm
conv_accelerator_inst.fcw_q\[11\],290.85µm
net36484,290.825µm
_020116_,290.82µm
_019405_,290.78µm
net11140,290.77µm
net1254,290.76µm
net17775,290.72µm
net46268,290.68µm
net12371,290.66µm
net34308,290.635µm
net37636,290.63µm
net42060,290.605µm
net10923,290.57µm
net34740,290.52µm
_020031_,290.48µm
net33188,290.48µm
_054100_,290.47µm
net47589,290.425µm
net46647,290.34µm
net33840,290.32µm
net44864,290.3µm
net11357,290.26µm
net14653,290.25µm
net40239,290.22µm
clknet_leaf_200_clk_i_regs,290.18µm
net47618,290.14µm
net49086,290.13µm
net46747,289.99µm
net46351,289.94µm
net42246,289.93µm
net40251,289.91µm
_012326_,289.84µm
net41554,289.84µm
net33674,289.78µm
_019207_,289.76µm
_054067_,289.75µm
net34695,289.74µm
net31906,289.72µm
net38103,289.72µm
net10486,289.71µm
net48221,289.7µm
net36063,289.59µm
net41235,289.56µm
net41317,289.56µm
net38472,289.53µm
clknet_leaf_11_clk_i_regs,289.52µm
net39305,289.52µm
net44947,289.51µm
net45197,289.5µm
net11275,289.485µm
net36677,289.46µm
net41894,289.46µm
net47904,289.44µm
net32573,289.43µm
net49422,289.42µm
net36143,289.4µm
net44852,289.38µm
net38321,289.37µm
net518,289.34µm
_020485_,289.28µm
net44911,289.26µm
net31084,289.24µm
_022831_,289.22µm
net34492,289.19µm
net4981,289.16µm
net35306,289.15µm
net43065,289.125µm
net39797,289.12µm
net35775,289.07µm
net47616,288.99µm
_023656_,288.95µm
net5719,288.92µm
net4818,288.91µm
net47911,288.91µm
net34838,288.885µm
net47207,288.82µm
net43976,288.65µm
net37287,288.62µm
_021157_,288.57µm
net42363,288.56µm
net38033,288.515µm
net43699,288.5µm
_020904_,288.48µm
net42452,288.48µm
net45415,288.48µm
net48709,288.46µm
net2460,288.43µm
_017471_,288.41µm
net47921,288.4µm
net45573,288.35µm
net32788,288.28µm
_013449_,288.24µm
net38590,288.23µm
net41095,288.18µm
net30601,288.14µm
net44875,288.14µm
_020304_,288.02µm
net38983,288.02µm
net32916,287.99µm
net44139,287.98µm
net38329,287.91µm
net27814,287.9µm
net36105,287.88µm
net43144,287.84µm
net1357,287.82µm
net7007,287.76µm
net32668,287.76µm
net6456,287.75µm
net39971,287.75µm
net37727,287.73µm
net48460,287.7µm
_021509_,287.68µm
net34956,287.62µm
net40778,287.62µm
_013607_,287.58µm
clknet_leaf_303_clk_i_regs,287.54µm
net48806,287.54µm
net11524,287.48µm
net36507,287.47µm
_017380_,287.46µm
_019489_,287.455µm
net39385,287.44µm
net48059,287.43µm
net47341,287.4µm
_019501_,287.39µm
net45284,287.38µm
net33695,287.37µm
net48777,287.37µm
net47659,287.33µm
net42077,287.31µm
net34257,287.3µm
net47401,287.29µm
net40634,287.24µm
net32550,287.21µm
net9903,287.16µm
net30911,287.12µm
net36235,287.12µm
net37413,287.1µm
net36438,287.07µm
net6808,287.06µm
net47702,287.03µm
_021444_,287.01µm
net45165,286.96µm
net3930,286.95µm
net13763,286.93µm
net43874,286.9µm
net49893,286.9µm
net11885,286.855µm
net41841,286.76µm
net31739,286.745µm
net7536,286.74µm
net34788,286.74µm
net47823,286.7µm
net38457,286.65µm
_019812_,286.63µm
net605,286.625µm
net6223,286.6µm
net31608,286.57µm
net35341,286.54µm
net6740,286.515µm
net37151,286.42µm
net40610,286.42µm
_009331_,286.4µm
_020438_,286.4µm
net11509,286.4µm
net35995,286.4µm
net13237,286.32µm
net38477,286.27µm
net44992,286.27µm
net11816,286.22µm
net36958,286.2µm
net46506,286.17µm
net32983,286.14µm
net42523,286.12µm
net48852,286.1µm
net45577,286.07µm
net30825,286.02µm
net32981,286.005µm
net38352,286.005µm
net41372,285.96µm
net48049,285.96µm
net36501,285.94µm
net46631,285.93µm
net47384,285.83µm
net43795,285.82µm
net48701,285.82µm
net37467,285.81µm
net47067,285.8µm
net42634,285.76µm
net35398,285.72µm
clknet_6_63__leaf_clk_i_regs,285.71µm
net42368,285.59µm
net40646,285.58µm
net15167,285.56µm
net47831,285.54µm
net42650,285.5µm
_018148_,285.49µm
net38885,285.43µm
net11153,285.4µm
net42805,285.39µm
net44717,285.38µm
net6427,285.36µm
net34221,285.34µm
net48689,285.34µm
_022876_,285.3µm
cpu_inst.CORE.core_i.ex_stage_i.mult_i.int_op_a_msu\[20\],285.24µm
net40512,285.2µm
net6080,285.12µm
net43880,285.1µm
_020035_,285.02µm
net35841,284.98µm
net47282,284.97µm
net39635,284.9µm
net36673,284.89µm
clknet_6_55__leaf_clk_i_regs,284.86µm
net39446,284.85µm
net37137,284.81µm
net38443,284.78µm
net35313,284.76µm
net48188,284.75µm
net6406,284.73µm
net10114,284.72µm
clknet_leaf_67_clk_i_regs,284.67µm
net30464,284.66µm
net12498,284.6µm
net43403,284.59µm
net33210,284.585µm
net49482,284.54µm
net48092,284.52µm
net42839,284.5µm
net45310,284.47µm
net45772,284.46µm
net48010,284.46µm
net47829,284.42µm
net48957,284.42µm
net11793,284.34µm
net39366,284.315µm
net41469,284.3µm
_022606_,284.275µm
net12203,284.27µm
net42166,284.26µm
net39851,284.205µm
net35162,284.185µm
net42332,284.12µm
net47896,284.11µm
net47445,284.1µm
net40746,284.085µm
net45696,284.08µm
net40122,284.02µm
net11522,284µm
net34108,283.94µm
net30799,283.9µm
net36717,283.9µm
net47994,283.9µm
net33801,283.87µm
net36887,283.86µm
net48900,283.84µm
net41860,283.815µm
net31846,283.81µm
net8594,283.795µm
net47905,283.78µm
_019096_,283.71µm
net28513,283.65µm
net36428,283.6µm
net43433,283.6µm
net31347,283.52µm
net40387,283.45µm
net9554,283.42µm
net14090,283.41µm
net33199,283.36µm
net42035,283.36µm
net33779,283.355µm
net48932,283.34µm
net10851,283.32µm
net41061,283.31µm
net39985,283.3µm
net32714,283.28µm
net6582,283.24µm
net39710,283.22µm
_011998_,283.21µm
_020381_,283.2µm
net32800,283.185µm
_013445_,283.18µm
net42321,283.17µm
net47775,283.15µm
net40217,283.08µm
net47901,283.06µm
net49569,283.06µm
net32022,283.04µm
_012899_,283.02µm
net48014,282.96µm
net48403,282.96µm
net43555,282.94µm
net46169,282.94µm
net45401,282.88µm
net47476,282.88µm
net49643,282.88µm
net31658,282.86µm
net7053,282.85µm
net7545,282.85µm
net7407,282.84µm
net48731,282.84µm
net40482,282.83µm
net43147,282.82µm
net45062,282.82µm
net46811,282.81µm
net40120,282.8µm
net47481,282.8µm
net39459,282.79µm
net47594,282.78µm
net40224,282.77µm
net49190,282.745µm
net46852,282.66µm
net48157,282.66µm
net36556,282.64µm
net48841,282.64µm
net5898,282.58µm
net32591,282.58µm
net49147,282.58µm
net48850,282.56µm
net17422,282.51µm
net11316,282.46µm
net11503,282.46µm
net30996,282.46µm
net45038,282.46µm
net9250,282.42µm
net32871,282.4µm
net34730,282.4µm
_044822_,282.395µm
net36984,282.38µm
net34525,282.365µm
net44427,282.315µm
net42291,282.31µm
_010252_,282.3µm
net40777,282.29µm
net17777,282.27µm
net10224,282.22µm
net31275,282.21µm
net41324,282.2µm
net4179,282.17µm
_017303_,282.165µm
net1305,282.16µm
net42323,282.16µm
net45281,282.1µm
clknet_leaf_298_clk_i_regs,282.08µm
net38049,282.08µm
_019444_,282.06µm
net32041,282.06µm
clknet_leaf_165_clk_i_regs,282.04µm
net43409,282.04µm
net49100,281.98µm
net48143,281.97µm
net44187,281.95µm
net48848,281.94µm
net45981,281.885µm
net37868,281.87µm
net41703,281.87µm
net31845,281.86µm
net39584,281.86µm
net40329,281.82µm
net10508,281.81µm
net40279,281.81µm
net41361,281.8µm
net42310,281.8µm
net37078,281.78µm
net46176,281.78µm
net33206,281.76µm
net33448,281.76µm
net48522,281.72µm
net7200,281.71µm
net44583,281.68µm
net42037,281.67µm
net31844,281.66µm
net10652,281.65µm
net40572,281.64µm
net39120,281.58µm
net40767,281.58µm
net48896,281.54µm
net32455,281.49µm
net35690,281.49µm
net34164,281.48µm
net33208,281.44µm
net49469,281.44µm
net45589,281.42µm
net47173,281.42µm
net49474,281.395µm
net39915,281.39µm
net38204,281.38µm
net44987,281.38µm
net44398,281.37µm
net42384,281.36µm
net47907,281.32µm
net7587,281.3µm
net9544,281.24µm
net40782,281.24µm
net46660,281.24µm
net4637,281.23µm
net49300,281.18µm
net38558,281.175µm
net46681,281.16µm
net47833,281.16µm
net45414,281.14µm
net46505,281.12µm
net48419,281.12µm
net45724,281.04µm
net36551,281.01µm
net39548,280.98µm
net49127,280.98µm
net40048,280.95µm
net31613,280.925µm
_028857_,280.92µm
net37600,280.9µm
net46609,280.88µm
net38191,280.86µm
net32227,280.84µm
net47039,280.84µm
net48002,280.84µm
cpu_inst.CORE.core_i.id_stage_i.decoder_i.instr_rdata_i\[23\],280.83µm
net40137,280.82µm
net10504,280.8µm
net33255,280.8µm
net11255,280.78µm
clknet_leaf_93_clk_i_regs,280.78µm
net49134,280.745µm
instr_bram_ctrl_inst.instr_ram.u_mem.g_2k\[0\].u_cell.wdata\[27\],280.74µm
net43961,280.715µm
net48720,280.715µm
net46027,280.7µm
net49184,280.7µm
net38239,280.68µm
net45380,280.62µm
cpu_inst.CORE.core_i.ex_stage_i.mult_i.op_b_i\[24\],280.6µm
net10279,280.55µm
net47345,280.52µm
net48053,280.52µm
cpu_inst.CORE.core_i.alu_operand_b_ex\[25\],280.5µm
clknet_leaf_35_clk_i_regs,280.5µm
net35174,280.49µm
yz_bram_ctrl_inst.yz_ram.u_mem.u_mem.g_1k.u_cell.rdata\[1\],280.48µm
net36249,280.48µm
net49054,280.48µm
net36202,280.46µm
net9020,280.44µm
_019977_,280.42µm
conv_accelerator_inst.fcw_q\[23\],280.41µm
net44310,280.4µm
net45654,280.4µm
net39713,280.385µm
net48792,280.38µm
net33496,280.37µm
net47088,280.345µm
net38028,280.32µm
net14518,280.26µm
net37376,280.255µm
net33905,280.24µm
net43766,280.22µm
net39821,280.145µm
net9746,280.14µm
net49556,280.14µm
net47909,280.12µm
net34875,280.1µm
net37926,280.1µm
net30631,280.09µm
_022895_,280.06µm
_021016_,280.04µm
net37439,280.02µm
net44505,280.02µm
net33182,280.01µm
net39482,280µm
net35571,279.98µm
net47777,279.98µm
_023240_,279.965µm
net8395,279.955µm
net47131,279.91µm
net47819,279.86µm
net47272,279.85µm
net14628,279.84µm
net38248,279.82µm
net49019,279.82µm
_019351_,279.8µm
net8868,279.76µm
net31523,279.74µm
net35555,279.73µm
net43161,279.7µm
net4116,279.68µm
net48623,279.62µm
net48892,279.62µm
net49195,279.61µm
net28108,279.575µm
net47774,279.54µm
clknet_leaf_313_clk_i_regs,279.51µm
net33647,279.48µm
net45106,279.46µm
net8231,279.45µm
_019242_,279.44µm
net37166,279.44µm
net42333,279.43µm
net36378,279.415µm
_045809_,279.4µm
_019375_,279.38µm
net33010,279.36µm
net49440,279.315µm
_021481_,279.28µm
net44933,279.28µm
net28625,279.26µm
clknet_leaf_13_clk_i_regs,279.2µm
net45790,279.18µm
net28174,279.175µm
net31649,279.17µm
net36073,279.06µm
net40980,279.06µm
net48006,279.06µm
net38657,279.05µm
net39900,279.04µm
net39928,278.97µm
net37163,278.96µm
net43917,278.96µm
net44181,278.96µm
net37217,278.95µm
net31251,278.93µm
net34810,278.92µm
net34654,278.88µm
net38546,278.88µm
net44405,278.84µm
net11314,278.82µm
net45271,278.82µm
net49162,278.82µm
net49446,278.81µm
net47550,278.8µm
_020085_,278.76µm
net41237,278.75µm
net49261,278.74µm
net38512,278.73µm
net7325,278.715µm
net45976,278.67µm
_020672_,278.66µm
net40959,278.66µm
net43228,278.66µm
net46682,278.64µm
net49680,278.58µm
net47620,278.52µm
net31801,278.5µm
net39889,278.49µm
net48446,278.44µm
net48849,278.43µm
net10586,278.41µm
net11737,278.41µm
net37578,278.385µm
net35280,278.38µm
net31108,278.36µm
net35239,278.36µm
net40130,278.36µm
net33069,278.32µm
net32365,278.27µm
_020120_,278.215µm
net39511,278.215µm
net39449,278.205µm
net46688,278.16µm
net17782,278.14µm
net40228,278.14µm
net47821,278.14µm
net47338,278.12µm
net44319,278.105µm
net35946,278.1µm
net38786,278.1µm
net45116,278.1µm
net31827,278.09µm
net36960,278.09µm
conv_accelerator_inst.wb_cnt\[2\],278.08µm
net46028,278.08µm
net37270,278.055µm
net36564,278.05µm
net35106,278.04µm
net47496,278.04µm
net40941,278.02µm
net47778,278.02µm
_054070_,278µm
net28636,278µm
net37618,277.955µm
net39342,277.94µm
net43386,277.92µm
net48045,277.92µm
net49006,277.92µm
net11812,277.895µm
net46615,277.88µm
net49021,277.88µm
net40628,277.86µm
net43687,277.86µm
net43239,277.84µm
net47986,277.84µm
net41216,277.83µm
net41039,277.825µm
net40786,277.79µm
net40067,277.78µm
net27810,277.76µm
_017271_,277.75µm
net48975,277.74µm
net44089,277.72µm
net34715,277.7µm
net49655,277.7µm
_023367_,277.69µm
net45810,277.675µm
net30450,277.67µm
net31802,277.67µm
net47198,277.67µm
net43493,277.66µm
net47827,277.66µm
clknet_leaf_568_clk_i_regs,277.64µm
net47963,277.63µm
net48206,277.62µm
net12802,277.6µm
net38211,277.6µm
net40692,277.6µm
net45925,277.58µm
net27244,277.54µm
clknet_leaf_23_clk_i_regs,277.54µm
net48756,277.54µm
net47975,277.5µm
net48774,277.46µm
net11287,277.44µm
net48772,277.42µm
net31956,277.39µm
net40824,277.38µm
net38482,277.37µm
net27808,277.36µm
_020635_,277.35µm
net11629,277.34µm
net31737,277.325µm
net32180,277.32µm
net39367,277.32µm
net44691,277.32µm
conv_accelerator_inst.acc\[210\],277.305µm
net13357,277.3µm
net36326,277.3µm
net34607,277.295µm
_018133_,277.27µm
net33459,277.27µm
net33666,277.27µm
net41431,277.27µm
net47335,277.26µm
net49286,277.26µm
net48718,277.24µm
net49004,277.2µm
net49574,277.2µm
net39310,277.19µm
net39441,277.185µm
net2329,277.16µm
net46427,277.1µm
net40060,277.085µm
net49588,277.06µm
_054088_,277.02µm
cpu_inst.CORE.core_i.ex_stage_i.mult_i.op_c_i\[28\],277.02µm
net37958,277.02µm
net42537,277.02µm
net42305,277µm
net47543,277µm
net6379,276.98µm
net6203,276.97µm
net32387,276.95µm
net45551,276.94µm
